tractid,blockgroups
15000US41061970700,2
15000US40017300500,3
15000US35043010503,2
15000US22073010504,5
15000US06037900300,0
15000US22073010503,0
15000US35028000400,3
15000US48113015600,2
15000US13005970100,2
15000US48201511001,1
15000US51153901702,2
15000US21193970800,2
15000US72129220700,2
15000US26163554600,3
15000US24001000600,1
15000US39013011600,1
15000US39049009240,1
15000US17033880100,2
15000US36103158900,4
15000US50025968400,3
15000US29037060100,1
15000US16019971000,5
15000US19157370500,2
15000US01083020300,2
15000US34029739000,4
15000US17031812302,2
15000US26099240600,3
15000US26099231700,2
15000US51570830100,2
15000US39003010900,2
15000US72005400100,4
15000US18003003700,1
15000US36081025700,0
15000US26099224100,1
15000US06001438400,1
15000US22101041400,2
15000US17031801701,1
15000US17031801702,3
15000US36055011301,2
15000US47065980100,0
15000US53063014200,1
15000US47003950300,1
15000US48121021633,3
15000US53021020501,3
15000US01015001000,3
15000US24003701400,1
15000US26021000700,2
15000US06037219010,1
15000US12087970300,1
15000US25017373400,1
15000US36065022400,2
15000US26015010700,4
15000US10003990100,0
15000US53063013401,1
15000US27053026402,3
15000US34005703700,2
15000US72127009624,2
15000US20125950500,0
15000US48201233003,1
15000US40109108511,1
15000US06083002922,4
15000US34023001903,2
15000US06083002924,3
15000US06083002926,2
15000US06083002928,1
15000US39017011300,2
15000US37183054001,2
15000US39035119800,5
15000US48029170900,2
15000US01095030500,4
15000US29099700604,2
15000US28049011202,3
15000US06075012700,2
15000US18075963200,2
15000US72119130200,2
15000US29099700601,3
15000US26163580300,2
15000US29099700603,2
15000US17031150200,4
15000US29510127000,1
15000US21149970100,2
15000US20173006900,2
15000US40109108514,4
15000US29189216700,3
15000US06037292000,3
15000US36081090700,1
15000US48491020112,1
15000US26007000200,4
15000US23003950400,1
15000US48491020111,1
15000US33011019000,1
15000US48491020115,1
15000US10003011900,2
15000US39113070101,2
15000US36081017100,0
15000US06085500200,3
15000US34033021201,0
15000US36081102900,1
15000US06037294900,1
15000US26125158200,3
15000US39099811800,1
15000US17043840104,4
15000US17043840102,2
15000US17043840103,3
15000US39061024902,4
15000US17043840101,3
15000US06001437000,2
15000US54101970200,1
15000US13185010900,1
15000US42101022000,0
15000US54047954000,3
15000US08001008000,5
15000US38087965000,0
15000US36081044601,1
15000US48201241200,2
15000US39073965200,3
15000US36081046900,4
15000US51041100404,0
15000US13185010401,1
15000US25015820700,2
15000US51041100407,2
15000US39057210402,2
15000US39057210401,2
15000US51041100403,2
15000US47093005201,2
15000US25003926100,3
15000US48309000700,2
15000US25005613800,3
15000US12057013413,0
15000US28147950200,1
15000US39155930700,2
15000US48113015303,1
15000US48113015304,1
15000US48113015305,2
15000US48113015306,2
15000US51015070300,2
15000US48139061100,2
15000US06067009112,1
15000US06067009110,1
15000US06067009111,2
15000US26163558600,1
15000US01115040106,2
15000US49035113016,1
15000US39023001300,4
15000US47037016600,1
15000US48139060803,1
15000US48139060802,2
15000US48139060801,2
15000US06085510500,2
15000US41053020500,2
15000US41051002203,3
15000US48061013802,2
15000US34023001300,2
15000US06073013601,3
15000US06073013606,3
15000US48061013801,1
15000US06073013604,3
15000US06073013605,2
15000US06101050102,2
15000US24033807301,1
15000US41005020200,4
15000US06101050101,3
15000US51590000600,2
15000US36081000100,0
15000US55017010900,3
15000US39085201000,3
15000US51175200400,2
15000US26041971000,1
15000US48157670601,3
15000US06037191500,2
15000US21019031200,1
15000US41039004000,2
15000US20035493200,1
15000US06029006100,3
15000US37163970900,2
15000US54049020800,3
15000US48331950100,1
15000US36111952100,3
15000US17031841900,1
15000US48297950100,3
15000US37027031201,3
15000US06059110201,2
15000US06059110202,2
15000US06059110203,1
15000US49035113014,1
15000US34025812200,1
15000US32003002844,1
15000US32003002845,1
15000US32003002846,1
15000US32003002847,1
15000US17031843500,0
15000US32003002841,1
15000US17031807700,3
15000US31157953900,4
15000US12057013604,0
15000US08069002502,3
15000US08069002503,0
15000US06065043512,1
15000US06065043513,0
15000US12057013602,1
15000US48245011800,1
15000US17031160300,2
15000US28067951100,3
15000US34035053904,1
15000US34035053905,2
15000US51760010700,2
15000US53057951500,4
15000US06073011601,2
15000US06073011602,1
15000US17045070200,1
15000US37165010101,1
15000US27053023802,2
15000US39169001900,2
15000US55135100400,2
15000US41057960600,2
15000US36055003000,1
15000US55131440105,1
15000US72127009111,1
15000US47073050900,1
15000US49035113012,1
15000US72127009112,3
15000US48201450400,2
15000US36061024000,1
15000US20173002100,2
15000US39057240302,3
15000US37051000900,5
15000US34013017301,2
15000US34013017302,5
15000US06067009800,0
15000US47179060100,2
15000US42063960700,3
15000US48099010502,1
15000US48099010503,2
15000US27139080202,1
15000US48099010501,1
15000US48099010504,0
15000US48201452801,2
15000US06037530003,1
15000US06037530004,1
15000US06037530005,1
15000US06037530006,1
15000US08041002200,2
15000US72061040800,1
15000US53029971900,2
15000US45029970500,4
15000US09009175900,3
15000US47037012600,0
15000US05055480600,3
15000US55101000100,0
15000US49035113010,3
15000US04015950600,4
15000US26145000900,2
15000US12086002201,2
15000US06059062900,1
15000US12086002202,4
15000US12033000300,1
15000US26019990000,0
15000US04015952600,2
15000US53011040102,1
15000US34029715500,2
15000US36119014300,2
15000US28089030105,3
15000US34017018000,2
15000US27053022000,1
15000US18163002300,1
15000US34029723400,1
15000US15003001100,1
15000US15009990000,0
15000US51059451800,1
15000US47037019500,3
15000US42019911300,3
15000US30089000200,4
15000US36055009302,1
15000US36055009301,2
15000US36061024500,6
15000US36047025902,0
15000US25003922300,1
15000US36047025901,0
15000US34035051500,1
15000US36019101600,0
15000US09009351300,4
15000US26035001300,2
15000US29095014111,0
15000US29095014112,0
15000US29095014114,3
15000US08013013508,2
15000US48339691100,1
15000US01073011803,1
15000US01073011802,4
15000US08013013503,3
15000US08013013505,2
15000US06037294510,1
15000US08013013507,1
15000US08013013506,0
15000US39055311600,1
15000US37183053412,2
15000US28089030107,1
15000US48485011800,1
15000US48477170200,3
15000US36077591500,3
15000US01073013400,3
15000US12103020800,5
15000US06037910709,0
15000US06059052422,2
15000US26055551200,2
15000US06081611300,3
15000US06097151601,2
15000US06037910707,0
15000US06097151602,2
15000US27037060821,2
15000US27037060820,2
15000US27037060823,1
15000US27037060822,0
15000US27037060825,2
15000US26065002700,2
15000US27037060826,2
15000US27037060829,0
15000US13067030502,2
15000US09001030300,3
15000US40153953500,4
15000US13067030507,1
15000US13067030506,1
15000US13067030505,3
15000US13067030504,3
15000US39113020500,0
15000US20133951700,3
15000US47073050100,1
15000US51041100806,1
15000US39095007600,3
15000US04001944300,4
15000US36071014800,5
15000US55015020500,2
15000US06037570602,3
15000US06037570603,2
15000US53077002701,1
15000US06037570601,2
15000US18079960400,3
15000US41003010300,2
15000US48061011000,2
15000US09001043700,1
15000US22071010800,1
15000US25015820802,0
15000US25025130100,6
15000US01013953200,3
15000US45019001500,1
15000US18145710300,3
15000US04009961400,3
15000US17197882602,1
15000US06001408200,2
15000US06023000100,3
15000US09005263200,1
15000US06065041202,2
15000US06065041203,1
15000US45063021032,1
15000US36059410800,3
15000US04025001300,0
15000US51590000800,2
15000US42003480200,2
15000US21207960300,2
15000US55057100400,3
15000US45063021031,1
15000US22115950100,5
15000US26023950100,3
15000US36047100800,1
15000US36081069300,1
15000US36047067000,1
15000US39017014400,2
15000US54049021100,2
15000US45063021034,1
15000US12086000119,2
15000US12086000118,0
15000US42091203205,2
15000US12086000115,2
15000US42003430100,1
15000US12086000113,4
15000US17089854900,3
15000US48329000303,3
15000US42091203204,3
15000US13051010605,0
15000US42063960600,2
15000US27123031000,4
15000US09001070900,1
15000US13051010603,0
15000US26147637300,1
15000US18091041700,2
15000US26089970500,2
15000US55141011100,3
15000US06037542104,2
15000US06071004700,4
15000US06037542106,2
15000US12057011510,0
15000US12057011517,2
15000US12057011516,0
15000US12057011515,1
15000US12057011514,3
15000US42111021500,2
15000US12057011519,1
15000US12057011518,2
15000US12031015700,2
15000US18051050100,2
15000US46023940200,2
15000US27053020400,3
15000US34017014800,3
15000US06061020106,1
15000US06061020107,2
15000US06061020104,2
15000US06061020105,1
15000US49035115106,0
15000US34039038202,4
15000US55003950300,1
15000US34039038201,3
15000US39061007800,2
15000US51041100701,3
15000US27003050116,2
15000US22057021300,1
15000US06083001000,4
15000US40143011100,0
15000US48201314400,1
15000US42049011400,2
15000US13121010301,1
15000US13121010303,1
15000US13121010304,1
15000US37171931103,0
15000US37171931102,1
15000US26125175100,6
15000US37089930600,1
15000US49021110702,1
15000US45083023101,3
15000US23023970302,2
15000US51810044805,1
15000US51810044807,3
15000US40109104400,2
15000US51810044808,2
15000US06037276500,1
15000US17167001800,1
15000US48201222300,2
15000US26141950500,2
15000US39133601300,3
15000US18081610202,3
15000US49039972200,1
15000US08041002700,2
15000US17167003400,4
15000US06111008600,3
15000US22113951001,2
15000US22113951002,3
15000US08001015000,1
15000US48027022900,3
15000US17031825501,2
15000US38053940100,0
15000US17031825503,4
15000US17031825504,1
15000US17031825505,3
15000US17031191100,5
15000US39049008330,1
15000US12081001904,2
15000US18035000400,1
15000US36081053200,1
15000US12081001907,2
15000US17093890202,2
15000US17093890201,2
15000US48113007605,1
15000US12081001908,4
15000US12081001909,1
15000US42021012300,1
15000US19195690300,3
15000US53057952700,2
15000US37109070600,2
15000US17031380100,0
15000US22101040100,1
15000US36093033003,1
15000US05009790300,2
15000US47157010120,4
15000US48041000900,1
15000US48201254700,0
15000US17031282700,1
15000US05129970100,2
15000US39149972300,3
15000US47121960100,1
15000US25021419800,2
15000US06065045000,2
15000US11001007809,1
15000US33001965700,2
15000US26081000500,3
15000US11001007803,3
15000US33011000600,1
15000US40033871100,3
15000US11001007806,1
15000US11001007807,1
15000US11001007804,2
15000US12101031003,3
15000US47131965000,3
15000US12101031007,2
15000US12101031006,0
15000US12101031005,1
15000US12097042701,0
15000US04013092600,2
15000US12101031009,1
15000US12101031008,1
15000US17131040100,4
15000US01033020701,2
15000US12043000100,1
15000US15003003601,1
15000US53033030700,2
15000US53033029102,2
15000US06101050501,3
15000US48157670700,1
15000US48157672701,2
15000US24510261000,3
15000US17201002500,3
15000US42017105400,3
15000US53063012100,2
15000US17031530400,1
15000US55079020600,1
15000US55115100600,1
15000US06087101000,6
15000US29205450100,1
15000US21015070601,2
15000US21015070606,1
15000US21015070607,0
15000US21015070604,1
15000US21015070605,2
15000US39009973101,1
15000US39061021303,2
15000US39061021302,3
15000US39061021304,3
15000US72101955401,2
15000US21117065200,2
15000US40143003900,3
15000US53045961200,2
15000US48029141800,2
15000US34029713900,3
15000US06047001101,3
15000US36005038000,3
15000US42049002100,3
15000US26001000100,1
15000US28101050400,4
15000US06019000901,0
15000US28047001201,2
15000US28047001202,3
15000US06019000902,2
15000US36103122801,3
15000US36103122802,1
15000US05005950700,2
15000US37183053417,0
15000US37091950100,5
15000US26059050700,3
15000US19007950400,2
15000US09011990100,0
15000US48141010303,2
15000US33007950700,4
15000US36047018700,0
15000US06019002502,2
15000US06019002501,3
15000US48113017606,2
15000US53033025804,2
15000US37183050800,2
15000US30045000100,1
15000US72021031631,1
15000US36029000800,3
15000US48113017604,1
15000US26099232200,4
15000US33013041500,2
15000US05069002500,0
15000US38015010900,2
15000US48113017602,1
15000US37119003109,1
15000US37119003108,1
15000US72021031632,2
15000US18113972000,2
15000US37119003103,2
15000US37119003102,2
15000US37119003105,1
15000US28085950100,3
15000US37119003106,1
15000US17163502900,2
15000US56007968100,1
15000US08014031000,2
15000US36047088800,2
15000US53061040200,3
15000US12099006010,1
15000US12099006011,2
15000US12057002300,2
15000US12103026500,5
15000US72055961400,1
15000US01025957602,4
15000US01127021200,2
15000US48037011700,1
15000US29183311331,2
15000US48231960400,2
15000US20161000304,2
15000US06073012402,2
15000US06073012401,1
15000US47165020901,0
15000US06037601001,1
15000US26163506400,2
15000US06037601002,2
15000US06037106113,1
15000US06037106112,1
15000US06037106111,1
15000US18105000402,1
15000US29009960500,4
15000US54061010101,1
15000US39049007820,3
15000US32031002204,2
15000US06037186203,1
15000US06037186202,1
15000US06037186201,0
15000US51153900502,0
15000US46057955100,1
15000US04013816300,2
15000US47019070500,2
15000US48085031627,3
15000US37179020601,2
15000US13255160900,2
15000US26125121700,3
15000US36065025700,1
15000US04007000900,1
15000US26163588400,2
15000US29149480100,3
15000US20007968100,3
15000US37001020601,2
15000US25013801902,2
15000US25013801901,1
15000US12021000700,0
15000US34003046300,3
15000US30069000100,0
15000US06073008200,2
15000US49003960200,5
15000US51077060300,2
15000US13033950100,1
15000US48215023515,1
15000US36047059800,1
15000US06067008404,2
15000US06067008403,2
15000US06067008402,2
15000US36007014400,4
15000US39085200800,1
15000US06013304003,2
15000US06013304002,0
15000US06013304001,0
15000US22079011600,2
15000US46099000600,1
15000US06013304005,1
15000US06013304004,1
15000US39169002100,1
15000US55059000602,3
15000US05109953300,2
